quarter,series,category,subcategory,value,unit
2012-Q1,raw_production,Underground,,7811542,tonnes
2012-Q2,raw_production,Underground,,10113985,tonnes
2012-Q3,raw_production,Underground,,9661798,tonnes
2012-Q4,raw_production,Underground,,11392279,tonnes
2013-Q1,raw_production,Underground,,10938630,tonnes
2013-Q2,raw_production,Underground,,11230506,tonnes
2013-Q3,raw_production,Underground,,10917165,tonnes
2013-Q4,raw_production,Underground,,12407248,tonnes
2014-Q1,raw_production,Underground,,10329845,tonnes
2014-Q2,raw_production,Underground,,11160696,tonnes
2014-Q3,raw_production,Underground,,10761667,tonnes
2014-Q4,raw_production,Underground,,12720936,tonnes
2015-Q1,raw_production,Underground,,13826750,tonnes
2015-Q2,raw_production,Underground,,14164289,tonnes
2015-Q3,raw_production,Underground,,12605877,tonnes
2015-Q4,raw_production,Underground,,13308486,tonnes
2016-Q1,raw_production,Underground,,12138170,tonnes
2016-Q2,raw_production,Underground,,12175043,tonnes
2016-Q3,raw_production,Underground,,13436721,tonnes
2016-Q4,raw_production,Underground,,13494804,tonnes
2017-Q1,raw_production,Underground,,12942535,tonnes
2017-Q2,raw_production,Underground,,9673889,tonnes
2017-Q3,raw_production,Underground,,14411135,tonnes
2017-Q4,raw_production,Underground,,11470775,tonnes
2018-Q1,raw_production,Underground,,11439458,tonnes
2018-Q2,raw_production,Underground,,13513681,tonnes
2018-Q3,raw_production,Underground,,14397196,tonnes
2018-Q4,raw_production,Underground,,9607724,tonnes
2019-Q1,raw_production,Underground,,11190806,tonnes
2019-Q2,raw_production,Underground,,13582347,tonnes
2019-Q3,raw_production,Underground,,13390640,tonnes
2019-Q4,raw_production,Underground,,14352001,tonnes
2020-Q1,raw_production,Underground,,10148597,tonnes
2020-Q2,raw_production,Underground,,8829298,tonnes
2020-Q3,raw_production,Underground,,9611929,tonnes
2020-Q4,raw_production,Underground,,13112031,tonnes
2021-Q1,raw_production,Underground,,8126192,tonnes
2021-Q2,raw_production,Underground,,9494998,tonnes
2021-Q3,raw_production,Underground,,9088226,tonnes
2021-Q4,raw_production,Underground,,9576374,tonnes
2022-Q1,raw_production,Underground,,8495361,tonnes
2022-Q2,raw_production,Underground,,9950376,tonnes
2022-Q3,raw_production,Underground,,12057226,tonnes
2022-Q4,raw_production,Underground,,10590820,tonnes
2023-Q1,raw_production,Underground,,11175732,tonnes
2023-Q2,raw_production,Underground,,8303011,tonnes
2023-Q3,raw_production,Underground,,9152758,tonnes
2023-Q4,raw_production,Underground,,11381871,tonnes
2024-Q1,raw_production,Underground,,9107241,tonnes
2024-Q2,raw_production,Underground,,11869485,tonnes
2024-Q3,raw_production,Underground,,9478612,tonnes
2024-Q4,raw_production,Underground,,5811097,tonnes
2025-Q1,raw_production,Underground,,8320448,tonnes
2025-Q2,raw_production,Underground,,8246265,tonnes
2025-Q3,raw_production,Underground,,9044302,tonnes
2025-Q4,raw_production,Underground,,9519050,tonnes
2026-Q1,raw_production,Underground,,7545919,tonnes
2010-Q1,overburden_removed,,,333612181,bank cubic metres
2010-Q2,overburden_removed,,,422062241,bank cubic metres
2010-Q3,overburden_removed,,,406272802,bank cubic metres
2010-Q4,overburden_removed,,,331560179,bank cubic metres
2011-Q1,overburden_removed,,,332700003,bank cubic metres
2011-Q2,overburden_removed,,,389874640,bank cubic metres
2011-Q3,overburden_removed,,,456369688,bank cubic metres
2011-Q4,overburden_removed,,,400761512,bank cubic metres
2012-Q1,overburden_removed,,,386496653,bank cubic metres
2012-Q2,overburden_removed,,,427054803,bank cubic metres
2012-Q3,overburden_removed,,,491063358,bank cubic metres
2012-Q4,overburden_removed,,,511423813,bank cubic metres
2013-Q1,overburden_removed,,,473803492,bank cubic metres
2013-Q2,overburden_removed,,,454744487,bank cubic metres
2013-Q3,overburden_removed,,,544998608,bank cubic metres
2013-Q4,overburden_removed,,,484480097,bank cubic metres
2014-Q1,overburden_removed,,,477104100,bank cubic metres
2014-Q2,overburden_removed,,,534770844,bank cubic metres
2014-Q3,overburden_removed,,,529890323,bank cubic metres
2014-Q4,overburden_removed,,,483363072,bank cubic metres
2015-Q1,overburden_removed,,,434958557,bank cubic metres
2015-Q2,overburden_removed,,,515922771,bank cubic metres
2015-Q3,overburden_removed,,,513118216,bank cubic metres
2015-Q4,overburden_removed,,,476938599,bank cubic metres
2016-Q1,overburden_removed,,,443992064,bank cubic metres
2016-Q2,overburden_removed,,,508345483,bank cubic metres
2016-Q3,overburden_removed,,,487554478,bank cubic metres
2016-Q4,overburden_removed,,,481642272,bank cubic metres
2017-Q1,overburden_removed,,,453239162,bank cubic metres
2017-Q2,overburden_removed,,,505059516,bank cubic metres
2017-Q3,overburden_removed,,,531966301,bank cubic metres
2017-Q4,overburden_removed,,,457968814,bank cubic metres
2018-Q1,overburden_removed,,,472739921,bank cubic metres
2018-Q2,overburden_removed,,,514433396,bank cubic metres
2018-Q3,overburden_removed,,,514121783,bank cubic metres
2018-Q4,overburden_removed,,,485276981,bank cubic metres
2019-Q1,overburden_removed,,,479876986,bank cubic metres
2019-Q2,overburden_removed,,,530490714,bank cubic metres
2019-Q3,overburden_removed,,,543428328,bank cubic metres
2019-Q4,overburden_removed,,,533580869,bank cubic metres
2020-Q1,overburden_removed,,,463513284,bank cubic metres
2020-Q2,overburden_removed,,,519066181,bank cubic metres
2020-Q3,overburden_removed,,,524569786,bank cubic metres
2020-Q4,overburden_removed,,,489413801,bank cubic metres
2021-Q1,overburden_removed,,,456900662,bank cubic metres
2021-Q2,overburden_removed,,,500436864,bank cubic metres
2021-Q3,overburden_removed,,,527679406,bank cubic metres
2021-Q4,overburden_removed,,,453937372,bank cubic metres
2022-Q1,overburden_removed,,,499573289,bank cubic metres
2022-Q2,overburden_removed,,,482634475,bank cubic metres
2022-Q3,overburden_removed,,,512548180,bank cubic metres
2022-Q4,overburden_removed,,,491166123,bank cubic metres
2023-Q1,overburden_removed,,,457956616,bank cubic metres
2023-Q2,overburden_removed,,,597192432,bank cubic metres
2023-Q3,overburden_removed,,,571647398,bank cubic metres
2023-Q4,overburden_removed,,,503632019,bank cubic metres
2024-Q1,overburden_removed,,,501943089,bank cubic metres
2024-Q2,overburden_removed,,,572268914,bank cubic metres
2024-Q3,overburden_removed,,,587871931,bank cubic metres
2024-Q4,overburden_removed,,,546349085,bank cubic metres
2025-Q1,overburden_removed,,,473101004,bank cubic metres
2025-Q2,overburden_removed,,,553294332,bank cubic metres
2025-Q3,overburden_removed,,,615360918,bank cubic metres
2025-Q4,overburden_removed,,,609129799,bank cubic metres
2026-Q1,overburden_removed,,,474487753,bank cubic metres
2010-Q1,export_tonnes,Hard Coking Coal,,19275733,tonnes
2010-Q2,export_tonnes,Hard Coking Coal,,26752719,tonnes
2010-Q3,export_tonnes,Hard Coking Coal,,24616753,tonnes
2010-Q4,export_tonnes,Hard Coking Coal,,25428227,tonnes
2011-Q1,export_tonnes,Hard Coking Coal,,16076784,tonnes
2011-Q2,export_tonnes,Hard Coking Coal,,21193492,tonnes
2011-Q3,export_tonnes,Hard Coking Coal,,21772840,tonnes
2011-Q4,export_tonnes,Hard Coking Coal,,22280575,tonnes
2012-Q1,export_tonnes,Hard Coking Coal,,19621052,tonnes
2012-Q2,export_tonnes,Hard Coking Coal,,19562451,tonnes
2012-Q3,export_tonnes,Hard Coking Coal,,19333526,tonnes
2012-Q4,export_tonnes,Hard Coking Coal,,22933444,tonnes
2013-Q1,export_tonnes,Hard Coking Coal,,20648776,tonnes
2013-Q2,export_tonnes,Hard Coking Coal,,24764437,tonnes
2013-Q3,export_tonnes,Hard Coking Coal,,24492011,tonnes
2013-Q4,export_tonnes,Hard Coking Coal,,27379771,tonnes
2014-Q1,export_tonnes,Hard Coking Coal,,25678804,tonnes
2014-Q2,export_tonnes,Hard Coking Coal,,28601370,tonnes
2014-Q3,export_tonnes,Hard Coking Coal,,26019503,tonnes
2014-Q4,export_tonnes,Hard Coking Coal,,30556825,tonnes
2015-Q1,export_tonnes,Hard Coking Coal,,27125244,tonnes
2015-Q2,export_tonnes,Hard Coking Coal,,28164698,tonnes
2015-Q3,export_tonnes,Hard Coking Coal,,28455104,tonnes
2015-Q4,export_tonnes,Hard Coking Coal,,28722574,tonnes
2016-Q1,export_tonnes,Hard Coking Coal,,26682424,tonnes
2016-Q2,export_tonnes,Hard Coking Coal,,29402486,tonnes
2016-Q3,export_tonnes,Hard Coking Coal,,28183254,tonnes
2016-Q4,export_tonnes,Hard Coking Coal,,29208768,tonnes
2017-Q1,export_tonnes,Hard Coking Coal,,27220199,tonnes
2017-Q2,export_tonnes,Hard Coking Coal,,22071711,tonnes
2017-Q3,export_tonnes,Hard Coking Coal,,30472101,tonnes
2017-Q4,export_tonnes,Hard Coking Coal,,27097929,tonnes
2018-Q1,export_tonnes,Hard Coking Coal,,27379036,tonnes
2018-Q2,export_tonnes,Hard Coking Coal,,29590381,tonnes
2018-Q3,export_tonnes,Hard Coking Coal,,27628430,tonnes
2018-Q4,export_tonnes,Hard Coking Coal,,28955151,tonnes
2019-Q1,export_tonnes,Hard Coking Coal,,25977360,tonnes
2019-Q2,export_tonnes,Hard Coking Coal,,30014461,tonnes
2019-Q3,export_tonnes,Hard Coking Coal,,28041411,tonnes
2019-Q4,export_tonnes,Hard Coking Coal,,29710548,tonnes
2020-Q1,export_tonnes,Hard Coking Coal,,26187270,tonnes
2020-Q2,export_tonnes,Hard Coking Coal,,28729856,tonnes
2020-Q3,export_tonnes,Hard Coking Coal,,28017929,tonnes
2020-Q4,export_tonnes,Hard Coking Coal,,27882866,tonnes
2021-Q1,export_tonnes,Hard Coking Coal,,24620440,tonnes
2021-Q2,export_tonnes,Hard Coking Coal,,27653472,tonnes
2021-Q3,export_tonnes,Hard Coking Coal,,25192020,tonnes
2021-Q4,export_tonnes,Hard Coking Coal,,24710850,tonnes
2022-Q1,export_tonnes,Hard Coking Coal,,22604000,tonnes
2022-Q2,export_tonnes,Hard Coking Coal,,23416815,tonnes
2022-Q3,export_tonnes,Hard Coking Coal,,24209146,tonnes
2022-Q4,export_tonnes,Hard Coking Coal,,23953184,tonnes
2023-Q1,export_tonnes,Hard Coking Coal,,21196978,tonnes
2023-Q2,export_tonnes,Hard Coking Coal,,25267176,tonnes
2023-Q3,export_tonnes,Hard Coking Coal,,20740166,tonnes
2023-Q4,export_tonnes,Hard Coking Coal,,22294466,tonnes
2024-Q1,export_tonnes,Hard Coking Coal,,21298245,tonnes
2024-Q2,export_tonnes,Hard Coking Coal,,23998943,tonnes
2024-Q3,export_tonnes,Hard Coking Coal,,22758339,tonnes
2024-Q4,export_tonnes,Hard Coking Coal,,23811510,tonnes
2025-Q1,export_tonnes,Hard Coking Coal,,18547116,tonnes
2025-Q2,export_tonnes,Hard Coking Coal,,22988390,tonnes
2025-Q3,export_tonnes,Hard Coking Coal,,21221443,tonnes
2025-Q4,export_tonnes,Hard Coking Coal,,23769780,tonnes
2026-Q1,export_tonnes,Hard Coking Coal,,19410642,tonnes
2010-Q1,export_tonnes,PCI,,0,tonnes
2010-Q2,export_tonnes,PCI,,0,tonnes
2010-Q3,export_tonnes,PCI,,0,tonnes
2010-Q4,export_tonnes,PCI,,0,tonnes
2011-Q1,export_tonnes,PCI,,0,tonnes
2011-Q2,export_tonnes,PCI,,0,tonnes
2011-Q3,export_tonnes,PCI,,0,tonnes
2011-Q4,export_tonnes,PCI,,0,tonnes
2012-Q1,export_tonnes,PCI,,0,tonnes
2012-Q2,export_tonnes,PCI,,0,tonnes
2012-Q3,export_tonnes,PCI,,0,tonnes
2012-Q4,export_tonnes,PCI,,0,tonnes
2013-Q1,export_tonnes,PCI,,0,tonnes
2013-Q2,export_tonnes,PCI,,0,tonnes
2013-Q3,export_tonnes,PCI,,0,tonnes
2013-Q4,export_tonnes,PCI,,0,tonnes
2014-Q1,export_tonnes,PCI,,0,tonnes
2014-Q2,export_tonnes,PCI,,0,tonnes
2014-Q3,export_tonnes,PCI,,0,tonnes
2014-Q4,export_tonnes,PCI,,0,tonnes
2015-Q1,export_tonnes,PCI,,0,tonnes
2015-Q2,export_tonnes,PCI,,0,tonnes
2015-Q3,export_tonnes,PCI,,0,tonnes
2015-Q4,export_tonnes,PCI,,0,tonnes
2016-Q1,export_tonnes,PCI,,0,tonnes
2016-Q2,export_tonnes,PCI,,0,tonnes
2016-Q3,export_tonnes,PCI,,0,tonnes
2016-Q4,export_tonnes,PCI,,0,tonnes
2017-Q1,export_tonnes,PCI,,0,tonnes
2017-Q2,export_tonnes,PCI,,0,tonnes
2017-Q3,export_tonnes,PCI,,0,tonnes
2017-Q4,export_tonnes,PCI,,0,tonnes
2018-Q1,export_tonnes,PCI,,0,tonnes
2018-Q2,export_tonnes,PCI,,0,tonnes
2018-Q3,export_tonnes,PCI,,0,tonnes
2018-Q4,export_tonnes,PCI,,0,tonnes
2019-Q1,export_tonnes,PCI,,0,tonnes
2019-Q2,export_tonnes,PCI,,0,tonnes
2019-Q3,export_tonnes,PCI,,0,tonnes
2019-Q4,export_tonnes,PCI,,0,tonnes
2020-Q1,export_tonnes,PCI,,0,tonnes
2020-Q2,export_tonnes,PCI,,0,tonnes
2020-Q3,export_tonnes,PCI,,0,tonnes
2020-Q4,export_tonnes,PCI,,0,tonnes
2021-Q1,export_tonnes,PCI,,0,tonnes
2021-Q2,export_tonnes,PCI,,0,tonnes
2021-Q3,export_tonnes,PCI,,0,tonnes
2021-Q4,export_tonnes,PCI,,0,tonnes
2022-Q1,export_tonnes,PCI,,7279915,tonnes
2022-Q2,export_tonnes,PCI,,7940587,tonnes
2022-Q3,export_tonnes,PCI,,7034227,tonnes
2022-Q4,export_tonnes,PCI,,8231485,tonnes
2023-Q1,export_tonnes,PCI,,6344415,tonnes
2023-Q2,export_tonnes,PCI,,8456981,tonnes
2023-Q3,export_tonnes,PCI,,8628695,tonnes
2023-Q4,export_tonnes,PCI,,9358753,tonnes
2024-Q1,export_tonnes,PCI,,8321303,tonnes
2024-Q2,export_tonnes,PCI,,8534220,tonnes
2024-Q3,export_tonnes,PCI,,8806826,tonnes
2024-Q4,export_tonnes,PCI,,8920605,tonnes
2025-Q1,export_tonnes,PCI,,7856508,tonnes
2025-Q2,export_tonnes,PCI,,8591442,tonnes
2025-Q3,export_tonnes,PCI,,9818505,tonnes
2025-Q4,export_tonnes,PCI,,9568810,tonnes
2026-Q1,export_tonnes,PCI,,8182330,tonnes
2010-Q1,export_tonnes,Semi-Soft Coking Coal,,8465217,tonnes
2010-Q2,export_tonnes,Semi-Soft Coking Coal,,8224920,tonnes
2010-Q3,export_tonnes,Semi-Soft Coking Coal,,9757885,tonnes
2010-Q4,export_tonnes,Semi-Soft Coking Coal,,8035027,tonnes
2011-Q1,export_tonnes,Semi-Soft Coking Coal,,5048296,tonnes
2011-Q2,export_tonnes,Semi-Soft Coking Coal,,6197289,tonnes
2011-Q3,export_tonnes,Semi-Soft Coking Coal,,7580396,tonnes
2011-Q4,export_tonnes,Semi-Soft Coking Coal,,8996738,tonnes
2012-Q1,export_tonnes,Semi-Soft Coking Coal,,9142836,tonnes
2012-Q2,export_tonnes,Semi-Soft Coking Coal,,9097228,tonnes
2012-Q3,export_tonnes,Semi-Soft Coking Coal,,9014505,tonnes
2012-Q4,export_tonnes,Semi-Soft Coking Coal,,10914383,tonnes
2013-Q1,export_tonnes,Semi-Soft Coking Coal,,9903796,tonnes
2013-Q2,export_tonnes,Semi-Soft Coking Coal,,11096858,tonnes
2013-Q3,export_tonnes,Semi-Soft Coking Coal,,11809210,tonnes
2013-Q4,export_tonnes,Semi-Soft Coking Coal,,12213261,tonnes
2014-Q1,export_tonnes,Semi-Soft Coking Coal,,11320100,tonnes
2014-Q2,export_tonnes,Semi-Soft Coking Coal,,12425708,tonnes
2014-Q3,export_tonnes,Semi-Soft Coking Coal,,13293874,tonnes
2014-Q4,export_tonnes,Semi-Soft Coking Coal,,12488344,tonnes
2015-Q1,export_tonnes,Semi-Soft Coking Coal,,10392146,tonnes
2015-Q2,export_tonnes,Semi-Soft Coking Coal,,12032923,tonnes
2015-Q3,export_tonnes,Semi-Soft Coking Coal,,12639767,tonnes
2015-Q4,export_tonnes,Semi-Soft Coking Coal,,12799514,tonnes
2016-Q1,export_tonnes,Semi-Soft Coking Coal,,10889784,tonnes
2016-Q2,export_tonnes,Semi-Soft Coking Coal,,12242746,tonnes
2016-Q3,export_tonnes,Semi-Soft Coking Coal,,11219423,tonnes
2016-Q4,export_tonnes,Semi-Soft Coking Coal,,11869319,tonnes
2017-Q1,export_tonnes,Semi-Soft Coking Coal,,10745426,tonnes
2017-Q2,export_tonnes,Semi-Soft Coking Coal,,9746302,tonnes
2017-Q3,export_tonnes,Semi-Soft Coking Coal,,11615124,tonnes
2017-Q4,export_tonnes,Semi-Soft Coking Coal,,12557261,tonnes
2018-Q1,export_tonnes,Semi-Soft Coking Coal,,10484612,tonnes
2018-Q2,export_tonnes,Semi-Soft Coking Coal,,10902140,tonnes
2018-Q3,export_tonnes,Semi-Soft Coking Coal,,10911028,tonnes
2018-Q4,export_tonnes,Semi-Soft Coking Coal,,11640528,tonnes
2019-Q1,export_tonnes,Semi-Soft Coking Coal,,11709922,tonnes
2019-Q2,export_tonnes,Semi-Soft Coking Coal,,12117896,tonnes
2019-Q3,export_tonnes,Semi-Soft Coking Coal,,10616121,tonnes
2019-Q4,export_tonnes,Semi-Soft Coking Coal,,10827275,tonnes
2020-Q1,export_tonnes,Semi-Soft Coking Coal,,10755810,tonnes
2020-Q2,export_tonnes,Semi-Soft Coking Coal,,9599386,tonnes
2020-Q3,export_tonnes,Semi-Soft Coking Coal,,10130114,tonnes
2020-Q4,export_tonnes,Semi-Soft Coking Coal,,10608750,tonnes
2021-Q1,export_tonnes,Semi-Soft Coking Coal,,11149118,tonnes
2021-Q2,export_tonnes,Semi-Soft Coking Coal,,11040098,tonnes
2021-Q3,export_tonnes,Semi-Soft Coking Coal,,9781499,tonnes
2021-Q4,export_tonnes,Semi-Soft Coking Coal,,9068742,tonnes
2022-Q1,export_tonnes,Semi-Soft Coking Coal,,3428702,tonnes
2022-Q2,export_tonnes,Semi-Soft Coking Coal,,3398173,tonnes
2022-Q3,export_tonnes,Semi-Soft Coking Coal,,2626341,tonnes
2022-Q4,export_tonnes,Semi-Soft Coking Coal,,3006980,tonnes
2023-Q1,export_tonnes,Semi-Soft Coking Coal,,2587730,tonnes
2023-Q2,export_tonnes,Semi-Soft Coking Coal,,3438846,tonnes
2023-Q3,export_tonnes,Semi-Soft Coking Coal,,2082186,tonnes
2023-Q4,export_tonnes,Semi-Soft Coking Coal,,2813015,tonnes
2024-Q1,export_tonnes,Semi-Soft Coking Coal,,2765809,tonnes
2024-Q2,export_tonnes,Semi-Soft Coking Coal,,2714403,tonnes
2024-Q3,export_tonnes,Semi-Soft Coking Coal,,2418127,tonnes
2024-Q4,export_tonnes,Semi-Soft Coking Coal,,2576800,tonnes
2025-Q1,export_tonnes,Semi-Soft Coking Coal,,2098243,tonnes
2025-Q2,export_tonnes,Semi-Soft Coking Coal,,2424363,tonnes
2025-Q3,export_tonnes,Semi-Soft Coking Coal,,2327399,tonnes
2025-Q4,export_tonnes,Semi-Soft Coking Coal,,2489023,tonnes
2026-Q1,export_tonnes,Semi-Soft Coking Coal,,2111026,tonnes
2010-Q1,export_tonnes,Thermal Coal,,13283536,tonnes
2010-Q2,export_tonnes,Thermal Coal,,14576795,tonnes
2010-Q3,export_tonnes,Thermal Coal,,14803267,tonnes
2010-Q4,export_tonnes,Thermal Coal,,12740481,tonnes
2011-Q1,export_tonnes,Thermal Coal,,7428244,tonnes
2011-Q2,export_tonnes,Thermal Coal,,11363346,tonnes
2011-Q3,export_tonnes,Thermal Coal,,12140667,tonnes
2011-Q4,export_tonnes,Thermal Coal,,13083595,tonnes
2012-Q1,export_tonnes,Thermal Coal,,10265225,tonnes
2012-Q2,export_tonnes,Thermal Coal,,11391571,tonnes
2012-Q3,export_tonnes,Thermal Coal,,11784176,tonnes
2012-Q4,export_tonnes,Thermal Coal,,14759120,tonnes
2013-Q1,export_tonnes,Thermal Coal,,11235841,tonnes
2013-Q2,export_tonnes,Thermal Coal,,13368138,tonnes
2013-Q3,export_tonnes,Thermal Coal,,14415583,tonnes
2013-Q4,export_tonnes,Thermal Coal,,14709757,tonnes
2014-Q1,export_tonnes,Thermal Coal,,11446098,tonnes
2014-Q2,export_tonnes,Thermal Coal,,14127733,tonnes
2014-Q3,export_tonnes,Thermal Coal,,14679325,tonnes
2014-Q4,export_tonnes,Thermal Coal,,14534599,tonnes
2015-Q1,export_tonnes,Thermal Coal,,12838951,tonnes
2015-Q2,export_tonnes,Thermal Coal,,15576625,tonnes
